"" "" "" "" "" "y"
"1" 0.649537929333746 0.401979751186445 0.0277793395798653 0.349509505322203 0.367023413069546 18.1821122379318
"2" 0.220460561336949 0.282133503817022 0.0480103271547705 0.182653449708596 0.122950200922787 7.84943140288384
"3" 0.446445097913966 0.0973395644687116 0.291056676302105 0.335648017935455 0.387611425947398 8.09162744327664
"4" 0.28067756164819 0.11060245684348 0.275802647927776 0.640652992762625 0.691289897309616 10.2910345456459
"5" 0.706627378240228 0.0145680482964963 0.410855825291947 0.520280278520659 0.905505862319842 11.084808437596
"6" 0.847386214416474 0.0720789479091763 0.699394022813067 0.0298116407357156 0.0978747771587223 5.0306089423147
"7" 0.652783205267042 0.192172442562878 0.00634437589906156 0.527585884323344 0.0325195908080786 13.4767780716756
"8" 0.900506637291983 0.410945412237197 0.532377993920818 0.872562643373385 0.61639830772765 21.3275210458566
"9" 0.774707584874704 0.609021618729457 0.140028140041977 0.364509206265211 0.824670415371656 20.9568821681241
"10" 0.482026395387948 0.880844983737916 0.725723300594836 0.896330197574571 0.637799645075575 21.6617431566678
"11" 0.688005215954036 0.590527013409883 0.603671958204359 0.501711998600513 0.980614142958075 19.7575233513916
"12" 0.110094892559573 0.789670421276242 0.536748802056536 0.572140012169257 0.779585457639769 12.0915055696796
"13" 0.150487271836028 0.783745935419574 0.205655250931159 0.799606415908784 0.672625771258026 15.3155443943916
"14" 0.192528421990573 0.547480886802077 0.851063712034374 0.577837873250246 0.795881340745836 15.3193003330738
"15" 0.8975763337221 0.545298602897674 0.599243492586538 0.268885221332312 0.832699287449941 18.1367617029522
"16" 0.599413180723786 0.713601012015715 0.95925923413597 0.00373620167374611 0.639006490819156 18.0931532895702
"17" 0.682358481921256 0.87072815047577 0.629233264131472 0.982539586722851 0.360093021765351 19.7109092254956
"18" 0.496600717073306 0.222124670632184 0.814215374179184 0.447040835628286 0.00249716429971159 7.93547753985931
"19" 0.00740315881557763 0.775600633351132 0.813977913465351 0.425993826938793 0.819713911740109 10.6616098147706
"20" 0.406223884318024 0.389777925796807 0.368027365300804 0.569572991225868 0.245243322337046 10.904049745883
"21" 0.338163271779194 0.581405743258074 0.0365307657048106 0.988652797183022 0.187044308753684 20.0432480730727
"22" 0.302928772754967 0.446223948150873 0.793795456411317 0.431088711833581 0.21822121553123 12.125843640423
"23" 0.55383580760099 0.894638051977381 0.254750108579174 0.930043742526323 0.98963973345235 25.4071948878768
"24" 0.76045191520825 0.618975251913071 0.311737412353978 0.0422134140972048 0.78075912874192 16.2653024591992
"25" 0.622016617795452 0.342598833609372 0.547214623773471 0.323273141169921 0.219592681387439 11.871597132961
"26" 0.640782602829859 0.966435936978087 0.51317474944517 0.193128903396428 0.716264745686203 15.3411748655656
"27" 0.949069995898753 0.584595100954175 0.926154518034309 0.491775654954836 0.757835415191948 22.3580177975151
"28" 0.251086535630748 0.0782563053071499 0.555429439293221 0.103512453148142 0.726330043049529 7.18188542606518
"29" 0.90012534847483 0.580130832269788 0.236702987691388 0.771651458460838 0.128545951098204 20.9903686202324
"30" 0.574026534100994 0.0267906861845404 0.426427993224934 0.537626203382388 0.217064158059657 8.05674991817939
"31" 0.946111745433882 0.298415522091091 0.164025989593938 0.714066973188892 0.0699132778681815 19.6925344456578
"32" 0.135675098747015 0.366312594618648 0.854482729686424 0.909618101315573 0.240949556929991 15.3896536382364
"33" 0.739214051980525 0.571971030905843 0.612413283903152 0.707054356811568 0.115054526133463 17.2717027526258
"34" 0.00695316772907972 0.476450691232458 0.646314808167517 0.445006421068683 0.386767869116738 6.02940553945401
"35" 0.702730272896588 0.464413144858554 0.913210552651435 0.635126603767276 0.454092028317973 19.7535273460865
"36" 0.128718631807715 0.538324002176523 0.901626403210685 0.482444472145289 0.548077913466841 14.3476815174001
"37" 0.0201528097968549 0.624292027205229 0.710995924426243 0.0525275350082666 0.778443171177059 6.71780373223273
"38" 0.869074721354991 0.966557716950774 0.28646808094345 0.698193235322833 0.370049987453967 12.830963399245
"39" 0.339342600433156 0.0406161786522716 0.56965662795119 0.902685785433277 0.322746165795252 10.8202267824745
"40" 0.478830691194162 0.914297576295212 0.134496764978394 0.025373897748068 0.343948803376406 12.919306025201
"41" 0.619472017744556 0.990270252106711 0.0519748942460865 0.95989605342038 0.879089358728379 28.1820150535506
