"" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "y"
"1" 0.7028041575104 0.887587873963639 0.360007259063423 0.0472599766217172 0.653214787133038 0.120564331533387 0.823632142040879 0.130235368851572 0.130455845501274 0.745508395601064 0.552144926972687 0.851072004530579 0.0701020145788789 0.92296417336911 0.808489813935012 0.227682216791436 0.157215677434579 0.687780366279185 0.687050290638581 0.35504019074142 0.466660064645112 0.812682820949703 0.726798848481849 0.423306208336726 0.26226892368868 0.636327440151945 0.636453267885372 0.655969173414633 0.70728543610312 0.256255069049075 0.860846104100347 0.364062120672315 0.95365226897411 0.0930426446720958 0.306097180582583 0.366041770670563 0.840900853276253 0.47736643999815 0.618099735816941 0.862309540621936 0.115387122379616 0.411517357686535 0.35676296451129 0.114810785744339 0.11334312800318 0.029540250543505 0.791142590343952 0.831761854700744 0.782714702188969 0.557726735947654 11.7462950375834
"2" 0.913895850768313 0.636225363239646 0.763348690466955 0.378727995557711 0.468673792667687 0.547557953512296 0.982872229302302 0.309588188305497 0.0636453533079475 0.609733426710591 0.724780708784238 0.507494849618524 0.824972711270675 0.228147525340319 0.397111422847956 0.177375370636582 0.391569572268054 0.410274357767776 0.802043444477022 0.0100605667103082 0.0765430072788149 0.0404843064025044 0.261071599088609 0.905160137219355 0.630339755443856 0.498431501211599 0.552310274215415 0.0484431842342019 0.486803579609841 0.841885491972789 0.0977486905176193 0.160966742783785 0.135476021561772 0.75309612066485 0.74429576843977 0.25293448404409 0.357558250660077 0.0611028133425862 0.381671458017081 0.237257735570893 0.590164244174957 0.510102110449225 0.855763583444059 0.872029952239245 0.520162842702121 0.094999251421541 0.810191833181307 0.585743959527463 0.532496044412255 0.959641306661069 18.0457048314086
"3" 0.91026633232832 0.520513629540801 0.510585492476821 0.155120546929538 0.793402343289927 0.4389352214057 0.114696095464751 0.0764194347430021 0.503695797175169 0.988983005750924 0.441535631660372 0.406544888857752 0.205085862660781 0.866008438635617 0.972330607008189 0.528558174148202 0.511807882925496 0.210718368645757 0.468283876776695 0.658546891994774 0.68116641859524 0.383460114011541 0.202116867993027 0.488920179661363 0.410694859921932 0.949984185630456 0.881403803359717 0.924161682603881 0.224018063861877 0.774944150820374 0.287755805999041 0.92786922887899 0.176491681020707 0.285899681970477 0.198061739327386 0.0165921638254076 0.362631247611716 0.970550093566999 0.253245127387345 0.881817933404818 0.451749921310693 0.448402241338044 0.963624371215701 0.47512487648055 0.547144623938948 0.286002706270665 0.834539554780349 0.515589291229844 0.556332257343456 0.326238969806582 17.0356017921039
"4" 0.930176167748868 0.171581559116021 0.827333201654255 0.733017186168581 0.150760929333046 0.896725705359131 0.666361787822098 0.0806967534590513 0.0730283071752638 0.256037843879312 0.531799198593944 0.754257976543158 0.312322467565536 0.0168449978809804 0.749549831496552 0.400575080653653 0.75395445432514 0.82187387556769 0.0600191708654165 0.368261973606423 0.791121966438368 0.725734764244407 0.8907821981702 0.478448155568913 0.941030493471771 0.194069977849722 0.75698554283008 0.69585692579858 0.273654002463445 0.562221787404269 0.334226006874815 0.603206296917051 0.597844396485016 0.0105412732809782 0.0922609632834792 0.646383733954281 0.364514755550772 0.283065548166633 0.946374316466972 0.0432373106013983 0.182038401020691 0.760125530185178 0.404768340056762 0.694078679196537 0.912822638871148 0.466180052841082 0.385972739662975 0.11895332718268 0.560867340071127 0.153205290669575 14.4312831778911
"5" 0.723555160686374 0.965326700126752 0.656632512342185 0.279158915858716 0.119705348508433 0.83624176774174 0.295099464710802 0.0821367029566318 0.633719476172701 0.65994735294953 0.765605317195877 0.802073740400374 0.0749091275501996 0.0904925861395895 0.291129043791443 0.795418691355735 0.937541366554797 0.0174095500260592 0.967897564638406 0.030857355799526 0.838966602226719 0.660283852135763 0.01551817310974 0.165461147204041 0.662589526036754 0.653795440215617 0.415413938695565 0.228060019668192 0.787272329209372 0.621070691850036 0.493679181206971 0.489445646060631 0.535463136387989 0.990855160402134 0.700485304230824 0.122981490567327 0.71779685956426 0.990927667357028 0.185087986523286 0.647577015683055 0.185699886642396 0.793270746944472 0.175891394261271 0.362169216154143 0.986565425759181 0.0392581247724593 0.937816467601806 0.284674944356084 0.478780907345936 0.605485413921997 11.7052170096072
"6" 0.590883080847561 0.215858001727611 0.826860635075718 0.77802944695577 0.209705468034372 0.424645153805614 0.326186096062884 0.393958445871249 0.0490149785764515 0.805780764436349 0.468950898153707 0.958127958001569 0.529693244490772 0.0955625013448298 0.708913065725937 0.0646408880129457 0.444948667893186 0.575179330771789 0.179835177026689 0.608124057063833 0.23404912604019 0.422313963295892 0.252071291208267 0.631814596243203 0.7505009311717 0.0586794253904372 0.762455016141757 0.201535966945812 0.0680779048707336 0.757495972560719 0.886647653533146 0.0736322621814907 0.151606637984514 0.487386584049091 0.303576721576974 0.88821332459338 0.4319214487914 0.812736160121858 0.539397804765031 0.21534558548592 0.825504745589569 0.979972797678784 0.296138097532094 0.898531750310212 0.0816374523565173 0.0306989215314388 0.60591543209739 0.921157394070178 0.283948034280911 0.535104660084471 15.4446785941996
"7" 0.903884621569887 0.745635904138908 0.112112591741607 0.783528342843056 0.359684431692585 0.609060456510633 0.358029062859714 0.433032555505633 0.99316983949393 0.158196944044903 0.88332711532712 0.211210251785815 0.00392473512329161 0.720321087632328 0.780585365369916 0.674977796152234 0.81203762954101 0.768255002330989 0.839337189216167 0.897347469581291 0.452228566398844 0.148035493213683 0.368964068824425 0.371723915683106 0.156284438678995 0.453227964229882 0.334716423181817 0.626352564664558 0.0162801286205649 0.963014566339552 0.597404283238575 0.484753436408937 0.0926372192334384 0.515132952714339 0.130635395413265 0.847571214195341 0.564217764651403 0.697348141111434 0.78823494235985 0.360597272636369 0.389198095072061 0.239098875783384 0.958370885113254 0.981344751082361 0.650159545475617 0.858641576487571 0.52609773632139 0.750424598809332 0.375343139283359 0.381090273149312 19.6976513810583
"8" 0.56320705707185 0.640743656549603 0.849462446756661 0.777983010746539 0.239213498309255 0.808363114949316 0.370048271259293 0.454725459218025 0.607246614992619 0.0795268050860614 0.81503942841664 0.094158265274018 0.0436659448314458 0.203998217126355 0.34380034217611 0.306787418667227 0.983844868140295 0.698841091711074 0.145640497794375 0.150150688132271 0.577705533476546 0.793910327600315 0.891187598928809 0.685062347212806 0.384535825345665 0.918209537863731 0.987086090724915 0.183744381414726 0.363962256116793 0.158736198442057 0.56585976225324 0.875380976125598 0.859314938541502 0.581946408841759 0.213970446959138 0.420625356491655 0.420090575469658 0.561819473048672 0.285154917975888 0.258671065093949 0.469570770859718 0.133676836965606 0.579071409767494 0.452686522621661 0.715238110627979 0.833948040846735 0.806968986522406 0.693671866552904 0.734460682841018 0.420184204354882 20.1552031444033
"9" 0.452853656606749 0.637780068442225 0.598760959692299 0.719820074737072 0.955567499622703 0.399305998114869 0.57351985713467 0.058887395542115 0.915861847344786 0.522095020627603 0.281165501335636 0.204343088436872 0.758445349987596 0.939566807355732 0.347002922324464 0.31989015894942 0.350472927326337 0.0744760087691247 0.127438726602122 0.177588959457353 0.893149064620957 0.298816337017342 0.5832623927854 0.501436096383259 0.0224303726572543 0.28957790392451 0.0332638574764132 0.799002890707925 0.473631425062194 0.802014685701579 0.834656303049996 0.952151187928393 0.333588347537443 0.688724280102178 0.920639577088878 0.420216312399134 0.415116538992152 0.249155141646042 0.742988144978881 0.530945708509535 0.635033890372142 0.614470289321616 0.0283535029739141 0.233217964647338 0.316236675949767 0.891545995371416 0.285492639523 0.321258172625676 0.277025893796235 0.436222705990076 18.6933747266279
"10" 0.793181977933273 0.673291392857209 0.185866370098665 0.796624657930806 0.822560582309961 0.284292175900191 0.956219584681094 0.443391313077882 0.996224346105009 0.509654441848397 0.705507883569226 0.351754305418581 0.122267897473648 0.200604081852362 0.0185055260080844 0.42716703354381 0.04659916437231 0.147486172849312 0.871259963605553 0.363857444375753 0.0406968032475561 0.0718894226010889 0.0869674310088158 0.516432921867818 0.513321840437129 0.690596435219049 0.0652756339404732 0.663570652250201 0.0649612904526293 0.118940946413204 0.449343657819554 0.614579186309129 0.00708177406340837 0.369321523699909 0.258273042272776 0.426969540072605 0.968399487901479 0.401467439252883 0.859326513716951 0.698784152744338 0.884625118691474 0.478749542264268 0.858268182957545 0.441449043340981 0.380970004713163 0.369904909748584 0.00779526284895837 0.749003446660936 0.0730064169038087 0.21390703949146 22.8080554428868
