"" "" "" "" "" "" "" "" "" "" "y"
"1" 0.499059030553326 0.875738481758162 0.559879100183025 0.863807738525793 0.383531437022611 0.30695107486099 0.406595718581229 0.81022113095969 0.589703381061554 0.247553785564378 20.6027165649637
"2" 0.308870141627267 0.90227382350713 0.447693714406341 0.753857329953462 0.978164728498086 0.0295944840181619 0.990826980210841 0.93128422787413 0.127167564351112 0.470506015000865 19.0115559077574
"3" 0.678590937517583 0.905483879614621 0.4993568174541 0.184172555571422 0.244225624017417 0.902337460545823 0.765130037907511 0.104103492572904 0.70705864415504 0.141553343972191 11.4288720488925
"4" 0.794194245478138 0.360549725126475 0.612129882676527 0.206496768631041 0.569284238154069 0.00671844789758325 0.309557777596638 0.189153807936236 0.387114053359255 0.773325539892539 12.0470194102535
"5" 0.367260571802035 0.0583860308397561 0.323801753576845 0.126525475876406 0.973722317488864 0.560637287562713 0.429600468138233 0.397154020378366 0.694162435596809 0.400875038001686 7.32937599042776
"6" 0.433409564197063 0.66860090335831 0.800463091814891 0.58449552138336 0.648406956344843 0.0732786322478205 0.86589925759472 0.886458699591458 0.726505627389997 0.415237057721242 19.9371286529461
"7" 0.983685632236302 0.534588616108522 0.487746158149093 0.778411093400791 0.983780549606308 0.377682003425434 0.995696250116453 0.164444052381441 0.0254685895051807 0.494900505291298 22.5931398489354
"8" 0.42451738147065 0.208502705674618 0.122968942858279 0.967774998629466 0.301623247098178 0.754055935423821 0.841644955100492 0.840686896117404 0.69474944868125 0.792004894465208 17.8825497993787
"9" 0.405638459604234 0.484958837740123 0.0974576955195516 0.142176353838295 0.90453731874004 0.142264556139708 0.364921517902985 0.283083264017478 0.245676116552204 0.992349871667102 15.8511061242012
"10" 0.196300012525171 0.689149150857702 0.0764160803519189 0.748133121291175 0.11546862963587 0.350179043598473 0.444664550945163 0.033981601241976 0.667088049696758 0.723447839729488 14.9959508384566
"11" 0.527021870249882 0.699781292583793 0.796150936279446 0.200739128515124 0.83030087640509 0.715613145148382 0.152520103147253 0.506682052044198 0.389782837592065 0.0802642570342869 17.7995807460013
"12" 0.893713407916948 0.982336548389867 0.923661471810192 0.598959747934714 0.390812849393114 0.83261139318347 0.72699479223229 0.138926070416346 0.122077106265351 0.0294567637611181 14.2566075172758
"13" 0.915524515789002 0.98670898610726 0.584600197849795 0.522846391424537 0.339551949640736 0.312259565806016 0.550561185693368 0.706167439930141 0.296081379987299 0.47700799186714 9.82676907409168
"14" 0.403796224854887 0.604999357368797 0.945886110654101 0.254412344424054 0.179828395135701 0.093739457661286 0.332056913292035 0.0299522574059665 0.738151035038754 0.9385443078354 15.1868631742864
"15" 0.091845617396757 0.440934764919803 0.521851471159607 0.462358853779733 0.808197704609483 0.599001945694908 0.417845169547945 0.513766738586128 0.641838293988258 0.445106497034431 10.7292990044494
"16" 0.255478486185893 0.204932644264773 0.108894591452554 0.799750099424273 0.757781715597957 0.453068054048344 0.230673708952963 0.996125495294109 0.286001480650157 0.323512749513611 15.6353717340985
"17" 0.455804052297026 0.628685259027407 0.690731342881918 0.392067801440135 0.342466292669997 0.396964179817587 0.174268709262833 0.718116070143878 0.61415006686002 0.00359428091906011 15.7368705876872
"18" 0.536044237669557 0.95357274543494 0.494249565294012 0.299422838492319 0.481168632861227 0.321912927320227 0.0650583691895008 0.925484418170527 0.354515683604404 0.63539425493218 14.6821638940204
"19" 0.145501658087596 0.34617117093876 0.260334230959415 0.837884117849171 0.190773425158113 0.603158975485712 0.755678276298568 0.73085449100472 0.378118332941085 0.278939855983481 11.8372445495664
"20" 0.277434122515842 0.410539742559195 0.666405296418816 0.179478338453919 0.600413693347946 0.688855396350846 0.788367502158508 0.287052931729704 0.922504280228168 0.105796914314851 7.64354878582829
"21" 0.281960213556886 0.354058858705685 0.52854526671581 0.831663749646395 0.477034739917144 0.923796209972352 0.221078606555238 0.223750983597711 0.302150729112327 0.642762575764209 12.3378296075522
"22" 0.706164525123313 0.113954271189868 0.0792674371041358 0.952935399254784 0.9596261898987 0.203711348120123 0.206800733460113 0.239353250712156 0.515402597840875 0.956152988830581 20.2687573445493
"23" 0.363169110147282 0.477389134932309 0.522312765009701 0.999068365432322 0.364312041783705 0.653978777583688 0.834305980009958 0.656264030840248 0.107190296985209 0.675574697786942 16.6163310198171
"24" 0.490722689311951 0.463435554178432 0.486450156429783 0.24141132668592 0.77503187651746 0.69644324388355 0.491412880364805 0.382432373706251 0.38679612451233 0.308152076089755 11.8743263947214
"25" 0.609544387087226 0.118991578230634 0.255899667972699 0.612592440797016 0.646124478429556 0.317327661439776 0.934015574166551 0.665510678198189 0.329815571662039 0.0234542707912624 12.250216271021
"26" 0.0410491332877427 0.809857801068574 0.810152701800689 0.965659791836515 0.460190401179716 0.733526431024075 0.793881179299206 0.636577380588278 0.378927408717573 0.0170535279903561 13.1556183402198
"27" 0.516118414700031 0.920479953521863 0.740520880324766 0.00444600638002157 0.50593463331461 0.963163009146228 0.272076611872762 0.0275129196234047 0.260965986177325 0.0814774928148836 13.6983556557618
"28" 0.700948791811243 0.107854692265391 0.563904804876074 0.598875149386004 0.0359278968535364 0.788215181324631 0.817416868405417 0.617275091120973 0.453579785535112 0.231867940165102 7.3915262040204
"29" 0.0331341817509383 0.195351199945435 0.926393419038504 0.191447754157707 0.364964028121904 0.479618951678276 0.460525036556646 0.477718419628218 0.808559923665598 0.389049186138436 8.18294669988481
"30" 0.393316697794944 0.812142413109541 0.919774232665077 0.583826287416741 0.339323244756088 0.968942877836525 0.84054653858766 0.641200847923756 0.874295564601198 0.782082041027024 18.5178122539601
"31" 0.863326438935474 0.0940254153683782 0.400275190360844 0.544066419359297 0.8619362374302 0.229814315680414 0.810491572599858 0.158134738914669 0.193613447714597 0.0669542092364281 12.1998193020741
"32" 0.727261601481587 0.114952340489253 0.436240422539413 0.749397141626105 0.985658794408664 0.227597749559209 0.852762265829369 0.893657107837498 0.960150807164609 0.301442611729726 14.378141787069
"33" 0.0307712955400348 0.276832571951672 0.678911332506686 0.646047246875241 0.583982341689989 0.9812081027776 0.347434791503474 0.086943119764328 0.4112197693903 0.970555357635021 12.0357830520158
"34" 0.699895725119859 0.937495253514498 0.371691097738221 0.928825589828193 0.126455673016608 0.471039239550009 0.39565183990635 0.838641051203012 0.261653152992949 0.342661169590428 19.7215287684937
"35" 0.175242639146745 0.566331002861261 0.223898796131834 0.130591231631115 0.682377011748031 0.646791606908664 0.0910619723144919 0.858370021916926 0.238296180963516 0.572678795317188 10.8830061552945
"36" 0.026862429920584 0.392441720468923 0.140632251277566 0.933463017456234 0.821688410127535 0.980815585236996 0.824131366796792 0.93723107362166 0.0539436691906303 0.983598723774776 14.6419530725476
"37" 0.150674352655187 0.462193419924006 0.269879617961124 0.640498614870012 0.311504632234573 0.0110255109611899 0.0403659902513027 0.429379842942581 0.867232226068154 0.858465961646289 11.6714108660703
"38" 0.469609117833897 0.786555160535499 0.606137305032462 0.163680226309225 0.716586069436744 0.483211441431195 0.939464811002836 0.846074394183233 0.60165070858784 0.544982496881858 15.1120339363918
"39" 0.0886858459562063 0.51987263164483 0.122549386927858 0.0926061258651316 0.831992457155138 0.881957037141547 0.91705687972717 0.394317616242915 0.446284638717771 0.313118623802438 8.91350077159597
"40" 0.329245575005189 0.0377286693546921 0.828382705105469 0.335106348618865 0.402344123460352 0.0147924919147044 0.677437039092183 0.165255245286971 0.226704813539982 0.972347951726988 8.16750433477498
