"" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "y"
"1" 0.166753264842555 0.544389815302566 0.112866609822959 0.709035685751587 0.731202543480322 0.4792986640241 0.68662976147607 0.645010738633573 0.377296206308529 0.644578012870625 0.485424906015396 0.41411652462557 0.117214912781492 0.133461676537991 0.93486146372743 0.552641200367361 0.232169682392851 0.407931711757556 0.36082353326492 0.166989888995886 0.389692192431539 0.743853461695835 0.029606772121042 0.300511056557298 0.204526196699589 0.261437142500654 0.303951005218551 0.25805283151567 0.435307136969641 0.366467393469065 0.204281479120255 0.784418155206367 0.972270212834701 0.198297610972077 0.93948698299937 0.0378444727975875 0.608215596992522 0.789035068824887 0.453927140450105 0.952623487683013 0.734259696910158 0.868832850363106 0.0179358897730708 0.704710556892678 0.0323963898699731 0.031887611374259 0.263615153729916 0.927315417211503 0.852743736933917 0.590881136478856 15.9225065298048
"2" 0.978096020175144 0.927102136658505 0.537067424505949 0.636357308365405 0.877002319088206 0.347091739298776 0.636444233590737 0.521569927921519 0.874345885124058 0.305107022402808 0.929042235715315 0.537690920522436 0.955467335414141 0.484827615320683 0.773393293609843 0.794968394096941 0.779655085643753 0.605797187192366 0.869481998728588 0.143542675068602 0.0693765699397773 0.803303624736145 0.850116069195792 0.371824577217922 0.285726642934605 0.779908061027527 0.878457915736362 0.419014434795827 0.746723495656624 0.809874720172957 0.828339802799746 0.199752953602001 0.267034601885825 0.045532672200352 0.997160991420969 0.462920642690733 0.88985071121715 0.595721596619114 0.0630878885276616 0.939026825828478 0.198821681784466 0.41240083030425 0.264925932278857 0.364603651454672 0.643594751833007 0.509390078019351 0.949526029638946 0.0888794311322272 0.371926800115034 0.322869560215622 14.8432417628331
"3" 0.237501460127532 0.550910308258608 0.116102432599291 0.682773253880441 0.391276944195852 0.394066545879468 0.247649240540341 0.986155519494787 0.809533662162721 0.828986513195559 0.983035492245108 0.941998013062403 0.106088404543698 0.776978072244674 0.452661141054705 0.552977406652644 0.758691574446857 0.424798395251855 0.280770506476983 0.0565785262733698 0.374434129334986 0.204313596710563 0.184626827016473 0.146197295747697 0.133441946003586 0.539912301115692 0.131688968278468 0.191187490941957 0.682728790212423 0.0077893459238112 0.090329822152853 0.69632799224928 0.645616410765797 0.794453795766458 0.653738870285451 0.022183891851455 0.615357509814203 0.535734395496547 0.478827848797664 0.678891294868663 0.452013020170853 0.302434804616496 0.0397955169901252 0.76948351575993 0.4339433030691 0.689963225042447 0.60444858414121 0.186297232052311 0.799792542355135 0.607732754899189 15.4637766639255
"4" 0.584016126580536 0.018204876454547 0.864377038553357 0.688972727628425 0.0873976466245949 0.00142963766120374 0.659625641303137 0.153051384026185 0.10291242483072 0.0391360316425562 0.25819480442442 0.640761634102091 0.169744622660801 0.554702274734154 0.179922762094066 0.183701192494482 0.563769782427698 0.471233424032107 0.21967299724929 0.204026970546693 0.421096051577479 0.556849001906812 0.424770439974964 0.285644502379 0.463860857998952 0.996407956816256 0.677602033829316 0.902280787937343 0.869233154458925 0.558000954799354 0.622119212755933 0.0413334695622325 0.30043681897223 0.381338473176584 0.0609695229213685 0.739971662173048 0.456869372399524 0.595273371320218 0.682841885602102 0.602562905289233 0.375944568775594 0.307859999127686 0.4031504211016 0.0652008620090783 0.763332436094061 0.575505798216909 0.865796186495572 0.860385096864775 0.0866063486319035 0.225273797987029 8.85547941676309
"5" 0.0478541264310479 0.531168906483799 0.996211574412882 0.553447716636583 0.342093409737572 0.570475558051839 0.578512793639675 0.501293442212045 0.611409446457401 0.919077331898734 0.717179092112929 0.78483397141099 0.414769633440301 0.576631458709016 0.777779639232904 0.67029586667195 0.758290477329865 0.0105366336647421 0.996863695327193 0.26156175439246 0.840895150555298 0.969416768755764 0.613096927059814 0.33424315857701 0.874957101652399 0.481984137324616 0.286109355511144 0.646093759452924 0.313499784795567 0.865294763818383 0.283690453507006 0.865868062945083 0.770602216944098 0.207463335245848 0.994073730893433 0.101568122394383 0.601453537819907 0.620187883730978 0.914618049748242 0.949697071220726 0.787973375525326 0.411426184698939 0.958821575157344 0.228232658468187 0.968302214983851 0.971488273469731 0.545460629276931 0.234479405684397 0.200267702108249 0.770890815416351 11.0140507257274
"6" 0.662194090662524 0.707875721622258 0.885430392576382 0.740823349682614 0.111965108197182 0.680914662545547 0.548921990441158 0.974875515326858 0.604865641100332 0.00389181147329509 0.624069145414978 0.904834759654477 0.0616237169597298 0.459719226695597 0.0878056040965021 0.678470815299079 0.529841124312952 0.625802840106189 0.928583303466439 0.752043789485469 0.466834675287828 0.0153574449941516 0.453709371387959 0.970464296173304 0.872370462398976 0.127281651133671 0.144281994784251 0.642138760536909 0.851376031292602 0.416770645184442 0.457738894736394 0.2058865504805 0.734190814429894 0.0890294229611754 0.00075321109034121 0.281401194399223 0.120767082320526 0.319663055706769 0.769891487434506 0.619953160872683 0.363688792102039 0.255841766716912 0.467824984109029 0.675041628303006 0.801468746503815 0.319043014664203 0.931981825036928 0.449905752437189 0.464824726106599 0.755002240883186 21.7926776501007
"7" 0.380754397483543 0.768099094741046 0.363387713208795 0.990124603966251 0.339676910545677 0.178203962510452 0.745027540484443 0.119849631329998 0.474334705155343 0.351924038492143 0.788887019036338 0.208391667809337 0.476864056661725 0.13665160140954 0.757053650449961 0.347759253578261 0.80743417260237 0.524665891425684 0.191508830757812 0.390251294476911 0.789185334695503 0.584076900035143 0.440748917404562 0.584225040161982 0.90571830351837 0.600948897656053 0.633534480584785 0.512455478077754 0.732732476200908 0.280224435729906 0.864314330741763 0.308965896721929 0.28920856048353 0.856384188402444 0.589453716762364 0.240437166765332 0.801317434990779 0.912575411610305 0.637064153794199 0.807856043800712 0.842129739001393 0.942023533396423 0.766562034608796 0.477764459326863 0.846908680861816 0.808122819056734 0.57066693669185 0.642875439021736 0.338580147596076 0.0486223853658885 19.8102930425053
"8" 0.848111694911495 0.227170010330155 0.987599928164855 0.602161372546107 0.822428775951266 0.222987108398229 0.412148881703615 0.894684720551595 0.960374905262142 0.985976187512279 0.122768519213423 0.390856082318351 0.290661322884262 0.966707818908617 0.963816124014556 0.156127898022532 0.0818220104556531 0.0375960320234299 0.512510957662016 0.265325802844018 0.0258443856146187 0.156069638673216 0.4942614689935 0.143366933334619 0.62726056901738 0.955300084548071 0.439560188679025 0.702718894463032 0.413784566568211 0.88987223780714 0.147112402599305 0.335597296245396 0.512661600252613 0.367596329422668 0.812701486051083 0.472896512364969 0.540592409437522 0.595534017775208 0.444405228132382 0.482876944588497 0.48687862069346 0.349515606882051 0.710861150640994 0.582070736214519 0.952942681033164 0.314602984813973 0.56737157725729 0.7596528402064 0.105030744802207 0.000628968700766563 20.1388884671417
"9" 0.273890255251899 0.718987511470914 0.429691116791219 0.284839394735172 0.454740463057533 0.278425032040104 0.391496338881552 0.443415128393099 0.0951853150036186 0.556931817671284 0.570811962010339 0.607448054011911 0.231282742228359 0.879550625570118 0.43770826770924 0.737671829527244 0.664473181823269 0.54812005511485 0.608045085333288 0.868241868680343 0.641236186260357 0.902231139596552 0.183141472516581 0.620937605155632 0.318099459633231 0.782145756296813 0.992853432428092 0.219474629499018 0.167076994432136 0.265650840476155 0.871687828795984 0.503723494242877 0.380171158583835 0.221269944915548 0.382912733592093 0.850311392918229 0.866506443126127 0.790055459598079 0.369599087629467 0.00335945165716112 0.594437413848937 0.833829100476578 0.837306419853121 0.3451428769622 0.520091769518331 0.0455323352944106 0.420083715580404 0.619859113590792 0.962230764795095 0.342930716928095 10.5112969171536
"10" 0.842819542856887 0.687482691369951 0.94498821394518 0.24065598892048 0.368819573661312 0.536541029345244 0.635034178150818 0.326798564754426 0.845495852874592 0.681272411253303 0.814983347896487 0.760639266809449 0.0691161833237857 0.38814721419476 0.213415941921994 0.80298609030433 0.918276049429551 0.0105806747451425 0.419896161416546 0.210992770502344 0.458494230406359 0.817653897916898 0.130785284563899 0.800848809303716 0.856367398286238 0.272937854751945 0.858395688934252 0.881420391844586 0.795528085669503 0.728266770718619 0.408473311923444 0.46903753420338 0.0171173412818462 0.429242390440777 0.960886898683384 0.284631785936654 0.557994310278445 0.599619863089174 0.582226477563381 0.55657489830628 0.626559730852023 0.336057028500363 0.909328937064856 0.338389737997204 0.485023403307423 0.598341730888933 0.759333627764136 0.37622950761579 0.27898499974981 0.316724368138239 16.6542364037009
